No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source,SMILES_clean,PC1_acid_base_score,AcidBaseClass
,,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H]5CCCO5)[nH]4)cc3)cc2)[nH]1)c1ccccc1,,,,,,,,,,,,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H]5CCCO5)[nH]4)cc3)cc2)[nH]1)c1ccccc1,0.06814829532491813,Neutral
,,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)OC)c5ccccc5)[nH]4)cn3)cc2)[nH]1)c1ccccc1,,,,,,,,,,,,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)OC)c5ccccc5)[nH]4)cn3)cc2)[nH]1)c1ccccc1,0.09564655890350843,Neutral
,,O=C(O)C1CCN(c2ccc3c(=O)c4c(C(F)(F)F)ccc(Cl)c4oc3c2)C1,,,,,,,,,,,,O=C(O)C1CCN(c2ccc3c(=O)c4c(C(F)(F)F)ccc(Cl)c4oc3c2)C1,-0.01583569708063051,Neutral
,,Nc1cc([C@H](CCNCc2ccccc2)c2ccccc2)c2nn[nH]c2n1,,,,,,,,,,,,Nc1cc([C@H](CCNCc2ccccc2)c2ccccc2)c2nn[nH]c2n1,0.0005328625767327059,Neutral
,,Nc1cc(C(CCNC23CCC(c4ccccc4)(CC2)OC3)c2ccccc2)c2nn[nH]c2n1,,,,,,,,,,,,Nc1cc(C(CCNC23CCC(c4ccccc4)(CC2)OC3)c2ccccc2)c2nn[nH]c2n1,0.025451290730795384,Neutral
,,CN(CC[C@H](c1ccccc1)c1cc(N)nc2[nH]nnc12)C12CCC(c3ccccc3)(CC1)CC2,,,,,,,,,,,,CN(CC[C@H](c1ccccc1)c1cc(N)nc2[nH]nnc12)C12CCC(c3ccccc3)(CC1)CC2,0.01854339367747779,Neutral
,,C[C@H]1C[C@@H]1n1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,,,,,,,,,,,,C[C@H]1C[C@@H]1n1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,-0.029169506451335248,Neutral
,,CC(C)(C)OC(=O)N1CC(CCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)C1,,,,,,,,,,,,CC(C)(C)OC(=O)N1CC(CCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)C1,-0.0034193009063717057,Neutral
,,O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCN1CCCCC1,,,,,,,,,,,,O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCN1CCCCC1,-0.017181586551317293,Neutral
,,O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCCc1ccccc1,,,,,,,,,,,,O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCCc1ccccc1,-0.017439885590504432,Neutral
,,CCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,,,,,,,,,,,,CCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,-0.03565978972658384,Neutral
,,O=C(NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12)C1CCCC1,,,,,,,,,,,,O=C(NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12)C1CCCC1,-0.0029196476745076616,Neutral
,,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNCC1,,,,,,,,,,,,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCNCC1,-0.01205784679268105,Neutral
,,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cnc(Cl)s1,,,,,,,,,,,,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cnc(Cl)s1,-0.01827725547776843,Neutral
,,[2H]C([2H])([2H])c1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3cc(C)on3)C3CCOCC3)c2c1,,,,,,,,,,,,[2H]C([2H])([2H])c1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3cc(C)on3)C3CCOCC3)c2c1,0.02701725812549169,Neutral
,,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(Nc4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1,,,,,,,,,,,,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(Nc4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1,0.04924711907189611,Neutral
,,COc1cc(CN(C)C(=O)c2c(OCCCC3CCN(C(=O)OC4(C)CC4)CC3)c3cccnc3n(C)c2=O)cc(C(F)(F)F)c1,,,,,,,,,,,,COc1cc(CN(C)C(=O)c2c(OCCCC3CCN(C(=O)OC4(C)CC4)CC3)c3cccnc3n(C)c2=O)cc(C(F)(F)F)c1,0.03714461977340557,Neutral
,,COC(=O)c1cn(-c2ccc(N3CCN(C)CC3)c(NC(=O)c3cc(N)c(F)c(C)c3Cl)c2)nn1,,,,,,,,,,,,COC(=O)c1cn(-c2ccc(N3CCN(C)CC3)c(NC(=O)c3cc(N)c(F)c(C)c3Cl)c2)nn1,0.021489742498857704,Neutral
,,Cc1ccc(C#Cc2cc(-c3nn(-c4nc(C(=O)O)cs4)c(CC4CC4)c3Cc3ccc(S(N)(=O)=O)c(F)c3)ccc2F)s1,,,,,,,,,,,,Cc1ccc(C#Cc2cc(-c3nn(-c4nc(C(=O)O)cs4)c(CC4CC4)c3Cc3ccc(S(N)(=O)=O)c(F)c3)ccc2F)s1,0.04667160218227758,Neutral
,,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,,,,,,,,,,,,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,0.047033040814874603,Neutral
,,O=C(NCCc1cc2ccccc2[nH]1)c1nc2ccc(O)cc2s1,,,,,,,,,,,,O=C(NCCc1cc2ccccc2[nH]1)c1nc2ccc(O)cc2s1,-0.011965678389100225,Neutral
,,[2H]C([2H])([2H])c1nnn(C)c1-c1cc2c(cc1F)c1ncc(C(C)(C)O)cc1n2[C@H](c1ccccc1)C1CCOCC1,,,,,,,,,,,,[2H]C([2H])([2H])c1nnn(C)c1-c1cc2c(cc1F)c1ncc(C(C)(C)O)cc1n2[C@H](c1ccccc1)C1CCOCC1,0.019558585130509617,Neutral
,,Cc1cc(C)c(S(=O)(=O)N(CC(=O)NO)c2ccc(Nc3ccnc(N4CCNCC4)n3)cc2)c(C)c1,,,,,,,,,,,,Cc1cc(C)c(S(=O)(=O)N(CC(=O)NO)c2ccc(Nc3ccnc(N4CCNCC4)n3)cc2)c(C)c1,0.03816883727718939,Neutral
,,c1ccc2c(c1)CN[C@@H](CN(CCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,,,,,,,,,,,,c1ccc2c(c1)CN[C@@H](CN(CCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,-0.003199365032125597,Neutral
,,c1cnc(CN(CCCN2CCNCC2)[C@H]2CCCc3cccnc32)nc1,,,,,,,,,,,,c1cnc(CN(CCCN2CCNCC2)[C@H]2CCCc3cccnc32)nc1,-0.008162208860656073,Neutral
,,CCN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,,,,,,,,,,,,CCN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,-7.023967137327832e-05,Neutral
,,CC(C)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,,,,,,,,,,,,CC(C)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,0.0014662266455402631,Neutral
,,Cc1cc2c(cc1C)-c1oc(CNc3cccc(F)c3)c(C)c1C(=O)C2=O,,,,,,,,,,,,Cc1cc2c(cc1C)-c1oc(CNc3cccc(F)c3)c(C)c1C(=O)C2=O,-0.018841804715327128,Neutral
,,Fc1cccc(-n2cnc3c(NCc4nc(-c5ccccc5)cs4)nc(N4CCOCC4)nc32)c1,,,,,,,,,,,,Fc1cccc(-n2cnc3c(NCc4nc(-c5ccccc5)cs4)nc(N4CCOCC4)nc32)c1,0.021568549341320072,Neutral
,,CN1CCN(c2ccc(CNc3nc(N4CCOCC4)nc4c3ncn4-c3cccc(F)c3)cc2)CC1,,,,,,,,,,,,CN1CCN(c2ccc(CNc3nc(N4CCOCC4)nc4c3ncn4-c3cccc(F)c3)cc2)CC1,0.022457252158133285,Neutral
,,COC(=O)C1CCN(c2ccc3c(=O)n(C(c4ccccc4)c4ccccc4)c(=O)n(C/C=C/COc4ccc(C(=O)O)cc4)c3c2)CC1,,,,,,,,,,,,COC(=O)C1CCN(c2ccc3c(=O)n(C(c4ccccc4)c4ccccc4)c(=O)n(C/C=C/COc4ccc(C(=O)O)cc4)c3c2)CC1,0.05350478039375324,Neutral
,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,,,,,,,,,,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,-0.007984432423678557,Neutral
,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCCNC(=O)COc1ccc(/C=C/C3=[N+]4C(=Cc5ccc(-c6ccc[nH]6)n5[B-]4(F)F)C=C3)cc1)CC2,,,,,,,,,,,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCCNC(=O)COc1ccc(/C=C/C3=[N+]4C(=Cc5ccc(-c6ccc[nH]6)n5[B-]4(F)F)C=C3)cc1)CC2,0.1034692788477322,Neutral
,,N#Cc1ccc2[nH]cc(CCN3CCN(c4cccc5c4[nH]c(=O)n5Cc4ccccc4)CC3)c2c1,,,,,,,,,,,,N#Cc1ccc2[nH]cc(CCN3CCN(c4cccc5c4[nH]c(=O)n5Cc4ccccc4)CC3)c2c1,0.01423486577588792,Neutral
,,O=C(Nc1nc(-c2cccc(F)c2)cs1)c1cc([N+](=O)[O-])ccc1Cl,,,,,,,,,,,,O=C(Nc1nc(-c2cccc(F)c2)cs1)c1cc([N+](=O)[O-])ccc1Cl,-0.01538225333489206,Neutral
,,NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(OCC4CC4(F)F)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,,,,,,,,,,,,NS(=O)(=O)c1ccc(Cc2c(-c3ccc(F)c(OCC4CC4(F)F)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1F,0.05090108523503256,Neutral
,,Cc1cc(C)cc(NC(=O)Cn2ccc(=O)c3ccccc32)c1,,,,,,,,,,,,Cc1cc(C)cc(NC(=O)Cn2ccc(=O)c3ccccc32)c1,-0.03256786073472443,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.035142741885590044,Neutral
,,COc1ccc2oc(NC3=NC(c4ccccc4Cl)C(C(=O)Nc4cc(C(=O)O)ccn4)=C(C)N3)nc2c1,,,,,,,,,,,,COc1ccc2oc(NC3=NC(c4ccccc4Cl)C(C(=O)Nc4cc(C(=O)O)ccn4)=C(C)N3)nc2c1,0.041989944380286796,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3c(F)cccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3c(F)cccc3o2)N1,0.035142741885590044,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(C(F)(F)F)c3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(C(F)(F)F)c3o2)N1,0.04006225177869789,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)[C@@H](c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)[C@@H](c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.035142741885590044,Neutral
,,COC(=O)c1ccnc(NC(=O)C2=C(C)NC(Nc3nc4ccc(F)cc4o3)=N[C@H]2c2ccccc2Cl)c1,,,,,,,,,,,,COC(=O)c1ccnc(NC(=O)C2=C(C)NC(Nc3nc4ccc(F)cc4o3)=N[C@H]2c2ccccc2Cl)c1,0.034513879995398206,Neutral
,,CC1=C(C(=O)Nc2ccccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2ccccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.018152683280551116,Neutral
,,C[C@H](N)C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2C(=O)NCc2ccccc2)c1,,,,,,,,,,,,C[C@H](N)C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2C(=O)NCc2ccccc2)c1,0.0060292978751006416,Neutral
,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(-c3ccc(C)nc3)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(-c3ccc(C)nc3)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,0.054779347891630165,Neutral
,,CC1=C(C(=O)NCc2cnn(C)c2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,,,,,,,,,,,,CC1=C(C(=O)NCc2cnn(C)c2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,0.03374829025554388,Neutral
,,COc1ccc([C@H]2N=C(Nc3nc4cccc(N)c4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,,,,,,,,,,,,COc1ccc([C@H]2N=C(Nc3nc4cccc(N)c4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,0.05299190891347721,Neutral
,,CC1=C(C(=O)N(C)c2ccccc2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)N(C)c2ccccc2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,0.008979439276185412,Neutral
,,CC1=C(C(=O)Nc2ncc(C(=O)O)s2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2ncc(C(=O)O)s2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,0.03587027355103715,Neutral
,,CC1=C(C(=O)NCc2nccn2C)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)NCc2nccn2C)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,0.02274632572235347,Neutral
,,O/N=C1\CCCC2=C1C(c1ccccc1Cl)N=C(Nc1nc3ccccc3o1)N2,,,,,,,,,,,,O/N=C1\CCCC2=C1C(c1ccccc1Cl)N=C(Nc1nc3ccccc3o1)N2,0.0067100926843052175,Neutral
,,CC(C)CC1=C(C(=O)Nc2nncs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,,,,,,,,,,,,CC(C)CC1=C(C(=O)Nc2nncs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,0.030918639991675413,Neutral
,,O=C(Nc1nncs1)C1=C(c2cnccn2)NC(Nc2nc3ccccc3o2)=NC1c1ccccc1Cl,,,,,,,,,,,,O=C(Nc1nncs1)C1=C(c2cnccn2)NC(Nc2nc3ccccc3o2)=NC1c1ccccc1Cl,0.044202129831813076,Neutral
,,CC1=C(C(=O)Nc2nncs2)C(c2nn(C)cc2Cl)N=C(Nc2nc3ccccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2nncs2)C(c2nn(C)cc2Cl)N=C(Nc2nc3ccccc3o2)N1,0.031050211115011765,Neutral
,,CC1=C(C(=O)Nc2nncs2)C(c2n[nH]cc2Br)N=C(Nc2nc3ccccc3o2)N1,,,,,,,,,,,,CC1=C(C(=O)Nc2nncs2)C(c2n[nH]cc2Br)N=C(Nc2nc3ccccc3o2)N1,0.03395000080463603,Neutral
,,CCCCc1nc(=O)cc(O)n1-c1c(C)cccc1OC,,,,,,,,,,,,CCCCc1nc(=O)cc(O)n1-c1c(C)cccc1OC,-0.028251318089161453,Neutral
,,O=c1c2cc(I)ccc2n2c(=S)[nH]nc2n1CCc1ccccc1,,,,,,,,,,,,O=c1c2cc(I)ccc2n2c(=S)[nH]nc2n1CCc1ccccc1,-0.01495622068178065,Neutral
,,CC(C)(C)OC(=O)NC1CCC(C(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,,,,,,,,,,,,CC(C)(C)OC(=O)NC1CCC(C(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,0.02590608035771581,Neutral
,,CN1CCN(CC(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,,,,,,,,,,,,CN1CCN(CC(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,0.008807183812296629,Neutral
,,O=C(Cc1cccc(F)c1)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,,,,,,,,,,,,O=C(Cc1cccc(F)c1)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,0.0028270711658962143,Neutral
,,COc1ccc(/C=N/N(C)S(=O)(=O)c2cc3c(cc2C)OCO3)cc1OC,,,,,,,,,,,,COc1ccc(/C=N/N(C)S(=O)(=O)c2cc3c(cc2C)OCO3)cc1OC,-0.00846345187419617,Neutral
,,N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,,,,,,,,,,,,N#Cc1cnc2c(Cl)cc(NCc3cn(C4CCN(C5CCC5)CC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,0.03297776149903312,Neutral
,,CS(=O)(=O)c1ccc2c(=O)n(C(c3ccccc3)c3ccccc3)c(=O)n(C/C=C/COc3ccc(C(=O)O)cc3)c2c1,,,,,,,,,,,,CS(=O)(=O)c1ccc2c(=O)n(C(c3ccccc3)c3ccccc3)c(=O)n(C/C=C/COc3ccc(C(=O)O)cc3)c2c1,0.03847867581563602,Neutral
,,O=c1c2c([nH]c3cc(C(F)(F)F)ccc13)CCCCCC2,,,,,,,,,,,,O=c1c2c([nH]c3cc(C(F)(F)F)ccc13)CCCCCC2,-0.046909053800920905,Neutral
,,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C#N)cc2n1,,,,,,,,,,,,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(C#N)cc2n1,0.007405855129805592,Neutral
,,CC(O)c1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,,,,,,,,,,,,CC(O)c1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,0.013547879049571386,Neutral
,,CCc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,,,,,,,,,,,,CCc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N(C)C)nc2c1,0.0033097557380345646,Neutral
,,Clc1ccc(C(Cl)Cn2ncc3c(NCc4ccncc4)ncnc32)cc1,,,,,,,,,,,,Clc1ccc(C(Cl)Cn2ncc3c(NCc4ccncc4)ncnc32)cc1,-0.0057755661144282,Neutral
,,OCCNc1nc(NCCc2ccccc2)c2cnn(/C=C\c3ccccc3)c2n1,,,,,,,,,,,,OCCNc1nc(NCCc2ccccc2)c2cnn(/C=C\c3ccccc3)c2n1,0.012874328486262162,Neutral
,,CO[C@@H](c1ccc(C(C)C)cc1)c1nc2ccc(C(=O)O)cc2[nH]1,,,,,,,,,,,,CO[C@@H](c1ccc(C(C)C)cc1)c1nc2ccc(C(=O)O)cc2[nH]1,-0.020973797461387653,Neutral
,,COc1c(C(=O)NC2(C(=O)N[C@H](CCCN3CCN(CC4CCOCC4)CC3)Cc3ccccc3)CCCC2)ccc2ccccc12,,,,,,,,,,,,COc1c(C(=O)NC2(C(=O)N[C@H](CCCN3CCN(CC4CCOCC4)CC3)Cc3ccccc3)CCCC2)ccc2ccccc12,0.044209824947970836,Neutral
,,O=C(c1ccccn1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,,,,,,,,,,,,O=C(c1ccccn1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,-0.009702735045713451,Neutral
,,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,,,,,,,,,,,,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,-0.005951889215400545,Neutral
,,O=C(Cn1ccccc1=O)Nc1cc2cccccc-2c1,,,,,,,,,,,,O=C(Cn1ccccc1=O)Nc1cc2cccccc-2c1,-0.035606406768717576,Neutral
,,CN(C)C(=O)c1cn(C)c2ccccc12,,,,,,,,,,,,CN(C)C(=O)c1cn(C)c2ccccc12,-0.06023047243258229,Neutral
,,COc1ccc(N2CCN(CCCN3CCN(c4ncccc4C#N)CC3)CC2)cc1,,,,,,,,,,,,COc1ccc(N2CCN(CCCN3CCN(c4ncccc4C#N)CC3)CC2)cc1,-0.002873249238074287,Neutral
,,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,,,,,,,,,,,,COc1ccc(N2CCN(CCCN3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,-0.010872044137741042,Neutral
,,CCc1cccc(CC)c1-n1c(C=C(C)C)c(C(=O)N2CCNC(=O)C2)cc(-c2nc(-c3ccc(Cl)cc3)cs2)c1=O,,,,,,,,,,,,CCc1cccc(CC)c1-n1c(C=C(C)C)c(C(=O)N2CCNC(=O)C2)cc(-c2nc(-c3ccc(Cl)cc3)cs2)c1=O,0.022912463390949853,Neutral
,,CCc1ccc(Cl)cc1-n1c(C=C(C)C)c(C(=O)N2CCNCC2)cc(-c2nc(-c3ccc(Cl)cc3)cs2)c1=O,,,,,,,,,,,,CCc1ccc(Cl)cc1-n1c(C=C(C)C)c(C(=O)N2CCNCC2)cc(-c2nc(-c3ccc(Cl)cc3)cs2)c1=O,0.017423366113070084,Neutral
,,CCn1cnc2c(NCc3ccc(-n4cccn4)nc3)nc(-c3cccnc3)nc21,,,,,,,,,,,,CCn1cnc2c(NCc3ccc(-n4cccn4)nc3)nc(-c3cccnc3)nc21,0.01193006779464295,Neutral
,,O=c1[nH]c2cc(-c3ccccc3)ccc2c(=O)n1O,,,,,,,,,,,,O=c1[nH]c2cc(-c3ccccc3)ccc2c(=O)n1O,-0.0322416468896331,Neutral
,,O=c1[nH]c2sc3c(c2c(=O)n1O)CCC3,,,,,,,,,,,,O=c1[nH]c2sc3c(c2c(=O)n1O)CCC3,-0.03570664751595859,Neutral
,,O=c1[nH]c2sc(-c3ccccc3)cc2c(=O)n1O,,,,,,,,,,,,O=c1[nH]c2sc(-c3ccccc3)cc2c(=O)n1O,-0.029855361625801744,Neutral
,,O=c1[nH]c2c3c(sc2c(=O)n1O)CCC3,,,,,,,,,,,,O=c1[nH]c2c3c(sc2c(=O)n1O)CCC3,-0.03570664751595859,Neutral
,,COc1cc(N2CC=C(Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCN1CC(O)C1,,,,,,,,,,,,COc1cc(N2CC=C(Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCN1CC(O)C1,0.0077957792324782945,Neutral
,,N#C[C@H](CCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccncc1,,,,,,,,,,,,N#C[C@H](CCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccncc1,0.00025249223622021846,Neutral
,,O=C[C@H](COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,,,,,,,,,,,,O=C[C@H](COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,0.0064551911787710066,Neutral
,,CN(C)CCCNC(=O)/C=N/O,,,,,,,,,,,,CN(C)CCCNC(=O)/C=N/O,-0.047904513463679674,Neutral
,,CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,,,,,,,,,,,,CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,-0.0036949997358159768,Neutral
,,Cc1ccc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ncnc5c4CCN(CC4CCN(C)CC4)C5)c(F)c3)cn(C3CCCC3)c2=O)nc1,,,,,,,,,,,,Cc1ccc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ncnc5c4CCN(CC4CCN(C)CC4)C5)c(F)c3)cn(C3CCCC3)c2=O)nc1,0.05915988650660766,Neutral
,,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCOCC4)ncc3C2)c(O)cc1O,,,,,,,,,,,,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCOCC4)ncc3C2)c(O)cc1O,0.013474758904527031,Neutral
,,Nc1cc([C@H](CCN(CCF)C23CCC(c4ccccc4)(CC2)CC3)c2ccccc2)c2nn[nH]c2n1,,,,,,,,,,,,Nc1cc([C@H](CCN(CCF)C23CCC(c4ccccc4)(CC2)CC3)c2ccccc2)c2nn[nH]c2n1,0.024764162781637306,Neutral
,,CC(C)(C)OC(=O)NCCOCCOCCOCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,,,,,,,,,,,,CC(C)(C)OC(=O)NCCOCCOCCOCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,0.05696277229903707,Neutral
,,CC(C)(C)OC(=O)NCCCCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,,,,,,,,,,,,CC(C)(C)OC(=O)NCCCCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,0.027172556401734476,Neutral
,,O=c1c2cc(F)ccc2n2cnnc2n1CCc1ccccc1,,,,,,,,,,,,O=c1c2cc(F)ccc2n2cnnc2n1CCc1ccccc1,-0.026796947796022513,Neutral
