No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source
1005,,COC1=NC=C(C=N1)C2=NNC3=C2CC(=O)N(C3)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,33.52,-4.47469599,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1006,,CC(=O)N1CCC(CC1)NC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,287.65,-3.541135622,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1007,,C1=CC=C(C=C1)C2=NC(=C3C=CNC3=C2)C(=O)NCCCN4C=CN=C4,20,7.4,0.5,200,200,25,0.5,,597.15,-3.223916563,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1008,,C1CC(=O)NC1CNC(=O)C2=C3C=CNC3=CC(=N2)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,123.01,-3.910059582,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1009,,CN1CCC(CC1=O)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=CC=C4OC)C,20,7.4,0.5,200,200,25,0.5,,317.24,-3.498612059,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1010,,CN1C=CC2=C(N=C(C=C21)C3=CC=CC(=C3)CO)C(=O)NCCC(=O)N,20,7.4,0.5,200,200,25,0.5,,29.95,-4.523603173,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1011,,CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC5=C(CNC5=O)C=C4,20,7.4,0.5,200,200,25,0.5,,143.05,-3.844512138,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1012,,CC(=O)NC1=CC=CC(=C1)C2=NC(=C3C=CN(C3=C2)CCOC)C4=CCOCC4,20,7.4,0.5,200,200,25,0.5,,463.72,-3.333744173,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1013,,COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=C(C=C4)C(=O)N)C=C2)OC,20,7.4,0.5,200,200,25,0.5,,148.81,-3.827367883,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1014,,CNC(=O)C1=CC=CC(=C1)C2=CN=C(C3=C2CCO3)NC4=CC=CC(=C4)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,58.92,-4.229737262,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1015,,COCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,20,7.4,0.5,200,200,25,0.5,,405.01,-3.392534254,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1016,,CC(=O)NCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,20,7.4,0.5,200,200,25,0.5,,40.62,-4.391260081,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1017,,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCO)C=N2,20,7.4,0.5,200,200,25,0.5,,32.01,-4.494714326,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1018,,C1CC(=O)N(C1)CCCNC(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,291.84,-3.534855183,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1019,,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,20,7.4,0.5,200,200,25,0.5,,10.66,-4.972242795,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1020,,C1CS(=O)(=O)CCN1C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,45.64,-4.340654364,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1021,,CNC(=O)C1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,15.38,-4.813043665,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1022,,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCC5=CN=CN5)C=N2,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1023,,C1CC(CCC1COC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O)(F)F,20,7.4,0.5,200,200,25,0.5,,75.56,-4.121708051,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1024,,CC1=C(C(=NO1)C)C2=NC(=C3C=C(N(C3=C2)C)C4=CC=CC=C4)C5=CC(=CC=C5)NC(=O)C,20,7.4,0.5,200,200,25,0.5,,454.59,-3.342380122,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1025,,CC1=CC2=C(N=C(C=C2N1C)C3=C(ON=C3C)C)C4=CN(N=C4)C,20,7.4,0.5,200,200,25,0.5,,549.02,-3.260411835,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1026,,CC1=CC2=C(N=C(C=C2N1CCN(C)C)C3=C(ON=C3C)C)C4=CC(=C(C=C4)OC)OC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1027,,CN1CCC(CC1)NC(=O)C2=NC3=C(N2C)C=C(C(=N3)C4=CC=CC=C4)C5=CC(=NC=C5)OC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1028,,CC1=NC=CC(=C1)C2=CC3=C(N=C2C4=CC=CC=C4)N=C(N3C)C(=O)NCCN(C)C,20,7.4,0.5,200,200,25,0.5,,319.94,-3.49493146,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1029,,CN1CC2=C(N=C(C=C2C1=O)N3CCOCC3)C4=CC=CC=C4OC(F)(F)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1030,,CN1CCCC1CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,20,7.4,0.5,200,200,25,0.5,,1.1,-5.958607315,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1031,,CC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCC4(CC3)CC5=C(C(=O)C4)N(N=C5)C(C)C,20,7.4,0.5,200,200,25,0.5,,16.46,-4.783570169,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1032,,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C(=CC=C3)F)F,20,7.4,0.5,200,200,25,0.5,,9.86,-5.006123085,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1033,,C1C(C2=C(NC1=O)N=C(S2)N)C3=CC=CC=C3,20,7.4,0.5,200,200,25,0.5,,19.29,-4.714667772,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1034,,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=C(C=C3)F)F,20,7.4,0.5,200,200,25,0.5,,180.75,-3.742921694,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1035,,C1CN(CC2=C1N=C(N2)C3=CC=C(C=C3)C(=O)N)C(=O)CN4CCOCC4,20,7.4,0.5,200,200,25,0.5,,2.6,-5.585026652,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1036,,C1C(CN(C1=O)C2=NNC3=C2C=CC(=C3)Br)C(=O)NC4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,1.1,-5.958607315,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1037,,CC1=CC(=NC=C1)NC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,20,7.4,0.5,200,200,25,0.5,,563,-3.249491605,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1038,,C1COCCC1CNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,20,7.4,0.5,200,200,25,0.5,,16.12,-4.792634963,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1039,,C1COCCN1CCNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,20,7.4,0.5,200,200,25,0.5,,1.8,-5.744727495,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1040,,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)C4=CC=NC=C4,20,7.4,0.5,200,200,25,0.5,,7.6,-5.119186408,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1041,,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)CNC(=O)C4=NC=CN=C4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1042,,C1CC(CN(C1)C2=NC(=NC3=C2CCC3)C4=CC=CC=C4)C(=O)N5CCC(CC5)N,20,7.4,0.5,200,200,25,0.5,,474.64,-3.323635665,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1043,,C1=CC(=CC=C1C2=NC=C(C(=N2)C3=CC=NC=C3)C(=O)O)F,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1044,,CC1=NC=C2CNCCC2=C1CNC(=O)CN3C=NC4=CC=CC=C4C3=O,20,7.4,0.5,200,200,25,0.5,,59.64,-4.224462365,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1045,,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC(=C(C=C3OC)Cl)OC,20,7.4,0.5,200,200,25,0.5,,96.61,-4.014977918,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1046,,C1CN(CCN(C1)C2=CC=C(C=C2)F)CC3[C@H]4[C@@H]3CNC4,20,7.4,0.5,200,200,25,0.5,,196.25,-3.707190335,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1047,,C1CC(CN(C1)C(=O)N)C(=O)N2CCCN(CC2)C3=CC=C(C=C3)F,20,7.4,0.5,200,200,25,0.5,,110.89,-3.955107617,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1048,,C1C[C@@H](C[C@H]1NC2=NC=CC(=N2)C3=CC=NC=C3)NC(=O)CNC(=O)N,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1049,,C1CN(CC1NC(=O)C2=CC=CC=C2)C3=NNC(=C3)C4=CC=C(C=C4)Cl,20,7.4,0.5,200,200,25,0.5,,705.56,-3.151466048,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1050,,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1051,,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=C(C=C(C=C4)F)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1052,,C1CN(CC2=C1C(=O)N3C(=N2)C=CN3)C(=O)C4=CC5=C(C=C4)N=CC=C5,20,7.4,0.5,200,200,25,0.5,,101.47,-3.99366234,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1053,,CC1=NC=C(C=C1)C(=O)N2CCC3=C(C2)N=C4C=C(NN4C3=O)C5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1054,,C1CN(CC2=C1C(=O)N3C(=N2)C=C(N3)C4=CC=CC=C4)C(=O)CCC(=O)N5CC(=O)NC6=CC=CC=C65,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1055,,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=CC(=C4)Cl)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1056,,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=C(C=C4)Cl)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1057,,C1CN(CCC1CC2=NC(=NO2)C3=NC=CN=C3)C(=O)C4=CC5=C(C=C4)OCO5,20,7.4,0.5,200,200,25,0.5,,71.94,-4.143029567,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1058,,CC(C)CC(C)NC(=O)C1=NOC(=N1)C2=CC=CNC2=O,20,7.4,0.5,200,200,25,0.5,,16.55,-4.781202002,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1059,,COC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3)OC,20,7.4,0.5,200,200,25,0.5,,119.6,-3.92226882,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1060,,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4=CC=C(C=C4)OC(F)(F)F,20,7.4,0.5,200,200,25,0.5,,10.23,-4.990124366,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1061,,CC1=C(C(=NO1)C)S(=O)(=O)N2CCC3(CC2)C4=C(CCN3)C5=C(N4)C=CC(=C5)OC,20,7.4,0.5,200,200,25,0.5,,79,-4.102372909,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1062,,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2CO)C(=O)C3=NN(C4=CC=CC=C43)C,20,7.4,0.5,200,200,25,0.5,,84.2,-4.074687909,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1063,,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2COC)C(=O)C3=NNC4=CC=CC=C43,20,7.4,0.5,200,200,25,0.5,,66.78,-4.175353585,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1064,,CC1=CC(=CC(=C1)C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC)C,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1065,,CC1=CC=CC=C1C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1066,,C[C@@H](C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,20,7.4,0.5,200,200,25,0.5,,40.71,-4.390298898,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1067,,CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(=O)N)C(=O)CNCCC2=CC=CC=C2F,20,7.4,0.5,200,200,25,0.5,,11.6,-4.935542011,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1068,,COC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)OC,20,7.4,0.5,200,200,25,0.5,,598.6,-3.222863287,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1069,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1070,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4CC4,20,7.4,0.5,200,200,25,0.5,,112.61,-3.948423042,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1071,,C1CN(CCC1C2=NN(C(=O)N2)C3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,679,-3.168130226,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1072,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,330.79,-3.480447628,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1073,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4CC4,20,7.4,0.5,200,200,25,0.5,,147.87,-3.830119927,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1074,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)CC4CCCCC4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1075,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)CC4=CC=CC=N4,20,7.4,0.5,200,200,25,0.5,,105.62,-3.976253837,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1076,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)NC4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,359.71,-3.444047489,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1077,,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4F,20,7.4,0.5,200,200,25,0.5,,475.5,-3.322849479,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1078,,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,20,7.4,0.5,200,200,25,0.5,,499.2,-3.301725423,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1079,,C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,197.09,-3.70533541,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1080,,CCCS(=O)(=O)C1=NC(=CC(=N1)NC2CC2)C3=CC4=C(C=C3)N(C=C4)C5CC(NC(C5)(C)C)(C)C,20,7.4,0.5,200,200,25,0.5,,107.19,-3.969845729,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1081,,CN1C=C(C2=C(C1=O)C=NC=C2)C3=C(C=C(C(=C3)OC)CN(C)C)OC,20,7.4,0.5,200,200,25,0.5,,28.89,-4.539252458,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1082,,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N)O[C@H]4CCNC4,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1083,,CCOP(=O)(CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)Br)C#N)OCC,20,7.4,0.5,200,200,25,0.5,,254.8,-3.593800576,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1084,,CC(C)C1=CC(=NN1)C(=O)N2CC[C@H](C2)NC(=O)C3CC3,20,7.4,0.5,200,200,25,0.5,,1.3,-5.886056648,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1085,,C1CN(CCC1C(=O)N2CCC(CC2)N3CC4=CC=CC=C4C3=O)C(=O)C5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,24.89,-4.603975103,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1086,,C[C@H](C1=NN=C2N1C=C(C=C2F)C3=CN(N=C3)C)N4C=CC5=C(C4=O)C=C(C=N5)OCCOC,20,7.4,0.5,200,200,25,0.5,,15.14,-4.819874125,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1087,,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,20,7.4,0.5,200,200,25,0.5,,265.72,-3.575575756,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1088,,C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,20,7.4,0.5,200,200,25,0.5,,9.97,-5.001304842,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1089,,CCN1C(=NC(=N1)C2CCN(CC2)C(=O)CCO)C3=CN=C(C(=N3)C4=NN=C(O4)C(C)(C)C)N,20,7.4,0.5,200,200,25,0.5,,188.38,-3.724965207,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1090,,C[C@@H]1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C,20,7.4,0.5,200,200,25,0.5,,56.49,-4.248028425,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1091,,C1CCC(C1)[C@H]2[C@H]3CCC4=C(C3=NN2C5=CC(=C(C=C5)C#N)Cl)C=CC(=C4)C(=O)O,20,7.4,0.5,200,200,25,0.5,,272.07,-3.565319343,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1092,,C1CCN(C1)C(=O)[C@@H]2CCCN(C2)C3=NC4=C(C=C3)NC(=N4)C5(CC5)N6C=C(C=N6)Cl,20,7.4,0.5,200,200,25,0.5,,225.34,-3.64716171,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1093,,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4C[C@@H]5C[C@H]4CN5)F)C(=O)O,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1094,,C1CCN(CC1)CCN2C3=CC=CC=C3N=C2C4=CC5=NC=CC(=C5S4)C(=O)O,20,7.4,0.5,200,200,25,0.5,,4,-5.397940009,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1095,,CC(C)C1=C(N=C2C(=CNN2C1=O)C#N)C3=CC=CC=C3,20,7.4,0.5,200,200,25,0.5,,9.91,-5.003926346,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1096,,CCN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=C(C=C4)F,20,7.4,0.5,200,200,25,0.5,,158.74,-3.799313624,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1097,,C[C@@]1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F,20,7.4,0.5,200,200,25,0.5,,52.13,-4.282912275,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1098,,C1CC(N(C1)C(=O)C2=CC=CC(=C2)C3=CC=CC=N3)C(=O)NC4CC4,20,7.4,0.5,200,200,25,0.5,,10.97,-4.959793372,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1099,,CC1=CC=CC=C1C(=O)NC2CCN(CC2)C3=NN4C(=NN=C4C5CC5)C=C3,20,7.4,0.5,200,200,25,0.5,,97.75,-4.009883234,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1100,,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CCNC(C)C)O,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1101,,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,20,7.4,0.5,200,200,25,0.5,,16.73,-4.776504059,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1102,,C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,20,7.4,0.5,200,200,25,0.5,,14.64,-4.834458923,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1103,,CC1=C(N(N=N1)C)C2=CC3=C(C4=C(N3[C@@H](C5CCOCC5)C6=CC=CC=C6)C=C(C=C4)C(C)(C)O)N=C2,20,7.4,0.5,200,200,25,0.5,,745.52,-3.127540701,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1104,,C1=CC=C2C(=C1)/C(=C/C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2,20,7.4,0.5,200,200,25,0.5,,48.97,-4.310069896,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1105,,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,416.61,-3.38027031,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1106,,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C,20,7.4,0.5,200,200,25,0.5,,341.06,-3.467169212,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1107,,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,20,7.4,0.5,200,200,25,0.5,,224.28,-3.649209453,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1108,,CC1=CN2C(=C(C=C(C2=N1)C(=O)NCC3CCN(CC3)CC(C)C)Cl)N,20,7.4,0.5,200,200,25,0.5,,605.7,-3.217742426,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1109,,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=C4C5=CC=CC=C5SC4=CC=C3,20,7.4,0.5,200,200,25,0.5,,363.79,-3.439149243,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1110,,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC=C3Cl)Cl)NC(=O)NC(C)(C)C,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1111,,COC1=CC=C(C=C1)C2=CC=C(O2)C(=O)NC3CC(C3)C4=CC(=O)NC(=N4)N,20,7.4,0.5,200,200,25,0.5,,20.95,-4.678815973,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1112,,C[C@]12C[C@H]([C@@H]([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C\C(C)(C)O)O)O,20,7.4,0.5,200,200,25,0.5,,184.18,-3.734757531,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1113,,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)C)N3CCN(CC3)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1114,,CCC[C@@H](C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1115,,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNS(=O)(=O)C4=CC=CS4)C5=CC=NC=C5,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1116,,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,20,7.4,0.5,200,200,25,0.5,,25.24,-4.597910649,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
