Molecule ChEMBL ID,SMILES,Standard Type,Standard Relation,Standard Value,Final Value(10^-6),log Pe,Result,Standard Units,Comment,Assay Description
CHEMBL5591451,OC[C@H]1O[C@@H](c2nncn2-c2cc(Cl)ccc2C(F)(F)F)[C@H](O)[C@@H](n2cc(-c3ccc(Br)c(F)c3F)nn2)[C@H]1O,permeability,'=',70,7,-5.15490196,1,nm/s,,Permeability of the compound at pH 7.4 incubated for 4 hrs by PAMPA
CHEMBL5647487,CCC(Oc1cc(Cl)ccc1F)c1nc(N)nc(N2CCN(C)CC2)n1,permeability,'=',30,30,-4.522878745,1,10^-6 cm/s,,Permeability of compound at 200 uM incubated for 5 hrs by PAMPA assay
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,permeability,'=',1.31,1.31,-5.882728704,1,ucm/s,,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA
CHEMBL3581734,O=C1CCCN1c1cc(S(=O)(=O)Nc2ccc(F)cc2F)cc2c1N(C(=O)Nc1ccc(C(F)(F)F)cc1)CC2,permeability,'=',396,39.6,-4.402304814,1,nm/s,,Permeability of the compound using filter-immobilized artificial membranes measured at pH 7.4 by PAMPA
CHEMBL4084652,c1ccc2c(c1)CN[C@@H](CN(CCCCNCC1CCCCC1)[C@H]1CCCc3cccnc31)C2,permeability,'=',9,0.9,-6.045757491,1,nm/s,,Permeability of the compound at pH 7.4 at 100 uM after 4 hrs by PAMPA
CHEMBL2385749,O=C(O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,permeability,'=',5.8,5.8,-5.236572006,1,ucm/s,,Permeability of the compound at pH 7.4 after 4 hrs by PAMPA
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,Peff,'=',0.75,0.75,-6.124938737,1,10^-6 cm/s,,Effective permeability of compound at 500 uM incubated for 18 hrs by PAMPA-BBA method
CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,permeability,'=',5.3,5.3,-5.27572413,1,ucm/s,,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA
CHEMBL4445864,CCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@H](Oc3ccc(/C=C/S(=O)(=O)OCC)cc3)C2)cc1,Papp,'=',1.82,1.82,-5.739928612,1,10^-6 cm/s,,Apparent permeability of compound at 10 uM at pH 7.4 after 12 hrs by PAMPA
CHEMBL4464812,CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,permeability,'=',4.9,4.9,-5.30980392,1,10^-6 cm/s,,Permeability of compound in DMSO aqueous buffer at pH 7.4 after 30 mins by PAMPA
CHEMBL5281311,Cc1csc([C@]2(CN)[C@@H]3CCN(c4cnc5c(-c6cccc(Cl)c6Cl)n[nH]c5n4)C[C@@H]32)n1,Papp,'=',1.75,1.75,-5.756961951,1,10^-6 cm/s,,Apparent permeability of compound at pH 7.4 at 5 uM incubated for 4 hrs by PAMPA based LC-MS/MS analysis
CHEMBL5267582,Cc1csc([C@@]2(CN)[C@@H]3CCN(c4cnc5c(-c6ccc7nc(C)sc7c6Cl)n[nH]c5n4)C[C@@H]32)n1,Papp,'=',4.36,4.36,-5.360513511,1,10^-6 cm/s,,Apparent permeability of compound at pH 7.4 at 5 uM incubated for 4 hrs by PAMPA based LC-MS/MS analysis
CHEMBL4170764,CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CCN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,permeability,'>',1,1,-6,1,10^-6 cm/s,,Permeability of the compound in pH 7.4 phosphate buffer solution after 4 hrs by LC-MS/MS based PAMPA assay
CHEMBL4128354,Oc1ccc(-c2cc3ccccc3[nH]2)c2cccnc12,permeability,'=',12.8,12.8,-4.89279003,1,10^-6 cm/s,,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,permeability,'=',5.9,5.9,-5.229147988,1,10^-6 cm/s,,Permeability of compound at 100 ug/ml after 10 hrs by PAMPA assay
CHEMBL3086278,COc1cc2[se]n(CCCCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,Peff,'=',15.8,15.8,-4.801342913,1,ucm/s,,Effective permeability of the compound at 5 mg/mL after 10 hrs by PAMPA
CHEMBL5512466,CN(c1ccc(-c2nnn(C)n2)cc1)C1CCCCC1,Peff,'=',0.033,33000,-1.48148606,1,cm/s,,Effective permeability of compound at 10 uM incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL5555833,COc1cc(-c2nnn(C)n2)ccc1NC1CCCCC1,Peff,'=',0.009,9000,-2.045757491,1,cm/s,,Effective permeability of compound at 10 uM incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL5532344,COc1cc(NC2CCCCC2)c(N)cc1-c1nnn(C)n1,Peff,'=',0.05,50000,-1.301029996,1,cm/s,,Effective permeability of compound at 10 uM incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL5557951,Cn1nnc(-c2ccc(N)c(NC3CCCCC3)c2)n1,Papp,'=',3.89,3.89,-5.410050399,1,10^-6 cm/s,,Apparent permeability of compound at 10 uM incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL4862144,C[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)OCCNc1nc(NCCc2ccccc2)c2cnn(/C=C/c3ccccc3)c2n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,permeability,'=',0.2,0.2,-6.698970004,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 at 500 uM incubated for 5 hrs by PAMPA based UV/LC-MS analysis
CHEMBL3604861,COc1ccc(P(=S)(S)OCCCN)cc1,Peff,'=',0.07,0.007,-8.15490196,0,10'-7 cm/s,,Effective permeability of the compound at 500 uM after 6 hrs by PAMPA
CHEMBL241539,CSc1nc(NCc2cccc(F)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,Papp,'=',3.09,3.09,-5.510041521,1,10'6cm/s,,Apparent permeability at pH 7.4 after 24 hrs by PAMPA method
CHEMBL235757,CSc1nc(NCCc2ccccc2Cl)c2cnn(CC(Cl)c3ccccc3)c2n1,Papp,'=',0.77,0.77,-6.113509275,1,10'6cm/s,,Apparent permeability at pH 7.4 after 24 hrs by PAMPA method
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Papp,'=',0.015,0.015,-7.823908741,1,10'6cm/s,,Apparent permeability at pH 7.4 after 24 hrs by PAMPA method
CHEMBL227497,O=C(NCc1ccc(F)cc1)c1nc(C2CCCCN2)nc(O)c1O,permeability,'=',0.07,0.07,-7.15490196,1,10'6cm/s,,Passive membrane permeability across the PAMPA using pre coated plate based method
CHEMBL5401827,COc1cc(N2CCOCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2NS(C)(=O)=O)n1,permeability,'=',18.2,18.2,-4.739928612,1,10^-6 cm/s,,Permeability of compound incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL5408698,CS(=O)(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,permeability,'=',19.1,19.1,-4.718966633,1,10^-6 cm/s,,Permeability of compound incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL5435721,CS(=O)(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)ncc1Cl,permeability,'=',12,12,-4.920818754,1,10^-6 cm/s,,Permeability of compound incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,Papp,'=',76.6,76.6,-4.11577123,1,10^-6 cm/s,,Apparent permeability of the compound measured after 4 hrs by PAMPA assay
CHEMBL3948293,CN(Cc1cccc(-c2ccccc2)c1)C(=O)CN,Peff,'>',30,30,-4.522878745,1,10^-6 cm/s,,Effective permeability of the compound at pH 6.5 at 50 uM after 2 hrs by PAMPA
CHEMBL5562734,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@H](Cc1ccc(-c2ccccc2)cc1)C(N)=O)C(C)(C)C,permeability,'=',0.004,0.004,-8.397940009,0,10^-6 cm/s,,Permeability of the compound at pH 7.4 in PBS incubated for 16 hrs by LC-MS/MS based PAMPA assay
CHEMBL3986487,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12,Peff,'=',1,0.1,-7,1,nm/s,,Passive membrane permeability of the compound at 50 uM after 18 hrs by PAMPA
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,permeability,'=',17.03,17.03,-4.768785352,1,ucm/s,,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA
CHEMBL3799900,O=[PH](O)CCc1ccccc1,Peff,'=',1.7,0.017,-7.769551079,1,10'-8cm/s,,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA
CHEMBL3799709,CS(=O)(=O)NC(=O)CCc1ccccc1,Peff,'=',3.45,0.345,-6.462180905,1,10'-7 cm/s,,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA
CHEMBL3800322,O=c1c(O)c(NCc2ccccc2)c1=O,Peff,'=',2.24,0.224,-6.649751982,1,10'-7 cm/s,,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA
CHEMBL3797269,CC(=O)NOCCc1ccccc1,Peff,'=',4.6,4.6,-5.337242168,1,ucm/s,,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA
CHEMBL3800297,O=S(=O)([O-])CCc1ccccc1.[Na+],Peff,'=',3.84,0.0384,-7.415668776,1,10'-8cm/s,,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA
CHEMBL3400924,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@](C)(CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,permeability,'=',170,17,-4.769551079,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL4790426,COc1ccc2nc3c(c(NCCCCCCN(CC(=O)NCCc4c[nH]c5ccc(OC)cc45)C(=O)/C=C/c4ccc(O)c(OC)c4)c2c1)CCCC3,Peff,'=',2.2,2.2,-5.657577319,1,10^-6 cm/s,,Effective permeability at 100 uM after 3 to 6 hrs by PAMPA assay
CHEMBL4537790,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,Papp,'=',5.3,5.3,-5.27572413,1,10^-6 cm/s,,Apparent permeability of compound at pH 7.4 by LC-MS based PAMPA method
CHEMBL3605998,Cc1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,Papp,'=',50,50,-4.301029996,1,ucm/s,,Apparent permeability of the compound at 10 uM after 4 hrs by PAMPA
CHEMBL4872188,COc1cc2c(NCc3ccc(C(=O)NO)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,permeability,'=',1,0.1,-7,1,nm/s,,Permeability of the compound in PBS/EtOH buffer (70:30) incubated for 18 hrs by UV plate reader based PAMPA assay
CHEMBL4873711,COc1cc2c(NCC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,permeability,'=',0.5,0.05,-7.301029996,1,nm/s,,Permeability of the compound in PBS/EtOH buffer (70:30) incubated for 18 hrs by UV plate reader based PAMPA assay
CHEMBL4862781,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCC(C(=O)NO)CC3)c2cc1OC,permeability,'=',3.93,0.393,-6.40560745,1,nm/s,,Permeability of the compound in PBS/EtOH buffer (70:30) incubated for 18 hrs by UV plate reader based PAMPA assay
CHEMBL3922197,CCN(CC)C(=O)c1ccc(-c2cccc(CN(C)C(=O)CN)c2)cc1.O=C(O)C(=O)O,Peff,'=',3.8,3.8,-5.420216403,1,10^-6 cm/s,,Effective permeability of the compound at pH 6.5 at 50 uM after 2 hrs by PAMPA
CHEMBL3923237,CN(Cc1cccc(-c2ccc(N3CCOCC3)cc2)c1)C(=O)CN.O=C(O)C(=O)O,Peff,'=',22.1,22.1,-4.655607726,1,10^-6 cm/s,,Effective permeability of the compound at pH 6.5 at 50 uM after 2 hrs by PAMPA
CHEMBL537,Oc1ccc(O)cc1,Papp,'=',7.31,7.31,-5.136082623,1,10^-6 cm/s,,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA
CHEMBL13888,O=[N+]([O-])c1cccc(O)c1,Papp,'=',17.09,17.09,-4.767257937,1,10^-6 cm/s,,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA
CHEMBL389885,Nc1ccccc1Cl,Papp,'=',33.14,33.14,-4.479647496,1,10^-6 cm/s,,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA
CHEMBL4464366,CN(C)Cc1ccc2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nn2c1,Papp,'=',185,18.5,-4.732828272,1,nm/s,,Apparent permeability of the compound in phosphate buffer saline at 50 to 200 uM after 5 hrs by PAMPA
CHEMBL4536721,CN(C)Cc1ccn2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nc2n1,Papp,'=',118,11.8,-4.928117993,1,nm/s,,Apparent permeability of the compound in phosphate buffer saline at 50 to 200 uM after 5 hrs by PAMPA
CHEMBL238561,CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,Papp,'=',0.44,0.44,-6.356547324,1,10'6cm/s,,Apparent permeability at pH 7.4 after 24 hrs by PAMPA method
CHEMBL591903,CN(C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)C1CCCNC1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,'=',1.1,1.1,-5.958607315,1,10'6cm/s,,Effective permeability across artificial membrane at 200 uM by PAMPA using HPLC/MS method
CHEMBL3616779,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2csc1n2,permeability,'=',4.9,4.9,-5.30980392,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 at 10 uM after 10 hrs by LC-MS based PAMPA
CHEMBL3616778,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C1=O,permeability,'=',4.8,4.8,-5.318758763,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 at 10 uM after 10 hrs by LC-MS based PAMPA
CHEMBL3616777,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2csc1n2,permeability,'=',5.3,5.3,-5.27572413,1,10^-6 cm/s,,Permeability of the compound at pH 7.4 at 10 uM after 10 hrs by LC-MS based PAMPA
CHEMBL3403637,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,permeability,'=',41,4.1,-5.387216143,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL3400918,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,permeability,'=',111,11.1,-4.954677021,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL3400929,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O,permeability,'=',200,20,-4.698970004,1,nm/s,,Permeability of the compound at donor pH 7.4 and acceptor pH 7.4 after 3 hrs incubation by PAMPA analysis
CHEMBL3930409,C/C(=C\c1cc(F)c(Oc2ccc(S(=O)(=O)NCc3ccc(CP(=O)(O)O)cc3)cc2)c(F)c1)C(=O)N=C(N)N,Papp,'=',1.61,1.61,-5.793174124,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL3892368,NC(N)=Nc1nc(-c2cccc(N3CCN(C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CC3)c2)c2cc(Cl)ccc2n1,Papp,'=',0.43,0.43,-6.366531544,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL3923142,CN1Cc2ccc(Cl)cc2C(c2cccc(S(=O)(=O)NCCP(=O)(O)O)c2)C1,Papp,'=',0.53,0.53,-6.27572413,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL3935248,CN1Cc2c(Cl)cc(Cl)cc2C(c2cccc(S(=O)(=O)N(CC(=O)O)CP(=O)(O)O)c2)C1,Papp,'=',0.2,0.2,-6.698970004,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL3922661,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(S(=O)(=O)Nc3ccc(CP(=O)(O)O)cc3)cc2)C1,Papp,'=',0.3,0.3,-6.522878745,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL3909901,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(S(=O)(=O)NCc3ccc(CP(=O)(O)O)cc3)cc2)C1,Papp,'=',0.4,0.4,-6.397940009,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL591375,CN(C(=O)C1CCCNC1)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,permeability,'=',1.4,1.4,-5.853871964,1,10'6cm/s,,Effective permeability across artificial membrane at 200 uM by PAMPA using HPLC/MS method
CHEMBL2338783,O=c1[nH]cc(Cl)cc1O,Peff,'=',6.4,6.4,-5.193820026,1,ucm/s,,Effective permeability of the compound at pH 6.5 after 2 hrs by PAMPA
CHEMBL4516095,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,permeability,'=',6.4,6.4,-5.193820026,1,10^-6 cm/s,,Permeability of compound in DMSO aqueous buffer at pH 7.4 after 30 mins by PAMPA
CHEMBL4443378,CC[C@H](Nc1nc(N)nc(C)c1C#N)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1,permeability,'=',25.3,25.3,-4.596879479,1,10^-6 cm/s,,Permeability of compound in DMSO aqueous buffer at pH 7.4 after 30 mins by PAMPA
CHEMBL4749365,O=C(NCCN1CCOCC1)c1cc(NCCCN2CCOCC2)nc2ccc(F)cc12,permeability,'=',24,2.4,-5.619788758,1,nm/s,,Permeability of the compound at 10 uM incubated for 5 hrs by UPLC-MS/MS analysis based PAMPA method
CHEMBL4743214,O=C(NCCN1CCCC1)c1cc(-c2ccc(CN3CCS(=O)(=O)CC3)cc2)nc2ccc(F)cc12,permeability,'=',14,1.4,-5.853871964,1,nm/s,,Permeability of the compound at 10 uM incubated for 5 hrs by UPLC-MS/MS analysis based PAMPA method
CHEMBL4765126,O=C(NCCN1CCC1)c1cc(-c2ccc(CN3CCOCC3)cc2)nc2ccc(F)cc12,permeability,'=',75,7.5,-5.124938737,1,nm/s,,Permeability of the compound at 10 uM incubated for 5 hrs by UPLC-MS/MS analysis based PAMPA method
CHEMBL4749190,O=C(NCCN1CCC(F)CC1)c1cc(NCCCN2CCOCC2)nc2ccc(F)cc12,permeability,'=',58,5.8,-5.236572006,1,nm/s,,Permeability of the compound at 10 uM incubated for 5 hrs by UPLC-MS/MS analysis based PAMPA method
CHEMBL4447414,CCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@@H](Oc3ccc(/C=C/S(=O)(=O)OCC)cc3)[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)C2)cc1,Papp,'=',1.93,1.93,-5.714442691,1,10^-6 cm/s,,Apparent permeability of compound at 10 uM at pH 7.4 after 12 hrs by PAMPA
CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,Papp,'<',1,1,-6,1,10^-6 cm/s,,Apparent permeability of the compound across gastrointestinal tract in PBS buffer at pH 6.2 at 200 uM by PAMPA analysis
CHEMBL5429615,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3NS(C)(=O)=O)n2)ccc1N1CCOCC1,permeability,'=',20.9,20.9,-4.679853714,1,10^-6 cm/s,,Permeability of compound incubated for 16 hrs by PAMPA based LC-MS/MS analysis
CHEMBL584886,CC1(CC(=O)NCc2ccc3c(c2)OCC3)CC2(CCCCC2)OO1,permeability,'=',69,69,-4.161150909,1,10^-6 cm/s,,Membrane permeability at 25 mM at pH 6.5 to 7.4 after 4 hrs by PAMPA
CHEMBL5433976,N#Cc1ccc(-c2ccc(OCCCN3CCC(c4ccncc4)CC3)cc2)cc1,permeability,'=',12,12,-4.920818754,1,10^-6 cm/s,,Permeability coefficient of the compound in PBS buffer at pH 7.4 at 100 uM incubated for 5 hrs by PAMPA based UPLC-MS analysis
CHEMBL2436442,Fc1ccc(-n2cc(-c3cnc4ccc(N[C@H]5CC[C@H](N6CCCC6)CC5)nn34)cn2)cc1,Papp,'=',104,10.4,-4.982966661,1,nm/s,,Apparent permeability of the compound at 50 to 200 uM after 5 hrs by PAMPA
CHEMBL5416055,Cc1nc2ccc(N(C)C(=O)[C@@H]3O[C@H](CO)[C@H](O)[C@H](n4cc(-c5cc(F)c(F)c(F)c5)nn4)[C@H]3O)cc2s1,permeability,'=',8,0.8,-6.096910013,1,nm/s,,Permeability of the compound at pH 7.4 incubated for 4 hrs by PAMPA based SpectraMax UV-plate reader analysis
CHEMBL4741028,CO[C@@H]1[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@@H](O)[C@@H](CO)O[C@H]1C(=O)N(C)c1ccc2ncsc2c1,permeability,'=',172,17.2,-4.764471553,1,nm/s,,Permeability of the compound at pH 7.4 incubated for 4 hrs by PAMPA based SpectraMax UV-plate reader analysis
CHEMBL5433732,CC(=O)N(CC#Cc1cc(C(N)=O)ccc1Cl)C[C@H]1C[C@@H](n2ccc3c(Cl)ncnc32)[C@H](O)[C@@H]1O,permeability,'=',0.8,0.8,-6.096910013,1,10^-6 cm/s,,Permeability of compound at 200 uM incubated for 5 hrs by PAMPA assay
CHEMBL5179825,O=C(Nc1ccc(O)cc1)c1cc(Cl)ccc1O,permeability,'=',33.1,33.1,-4.480172006,1,10^-6 cm/s,,Permeability of compound incubated for 3 hrs by UV plate reader based PAMPA assay
CHEMBL2179172,Cc1ccc(O)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1,permeability,'=',20.9,20.9,-4.679853714,1,10^-6 cm/s,,Permeability of compound incubated for 3 hrs by UV plate reader based PAMPA assay
CHEMBL5207395,OC[C@H]1O[C@@H](n2nncc2-c2cccc(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,permeability,'=',31,3.1,-5.508638306,1,nm/s,,Permeability of the compound at pH 5.5 measured for 4 hrs by UV plate reader based PAMPA assay
CHEMBL5205178,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)cc(Cl)c2)n1,permeability,'=',125,12.5,-4.903089987,1,nm/s,,Permeability of the compound at pH 7.4 measured for 4 hrs by UV plate reader based PAMPA assay
CHEMBL5179182,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2F)n1,permeability,'=',125,12.5,-4.903089987,1,nm/s,,Permeability of the compound at pH 7.4 measured for 4 hrs by UV plate reader based PAMPA assay
CHEMBL5187047,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2C)n1,permeability,'=',181,18.1,-4.742321425,1,nm/s,,Permeability of the compound at pH 7.4 measured for 4 hrs by UV plate reader based PAMPA assay
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,permeability,'=',0.056,0.056,-7.251811973,1,10^-6 cm/s,,Permeability coefficient of the compound in PBS buffer incubated for 5 hrs by PAMPA-based LC-MS analysis
CHEMBL4862662,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,permeability,'=',5.96,0.596,-6.22475374,1,nm/s,,Permeability of the compound in PBS/EtOH buffer (70:30) incubated for 18 hrs by UV plate reader based PAMPA assay
CHEMBL170773,COc1ccc2nc3cc(Cl)ccc3c(NCCCN(C)C)c2c1,Peff,'=',13.34,13.34,-4.87484417,1,ucm/s,,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
CHEMBL180276,CCN(CC)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,Peff,'=',21.98,21.98,-4.657972312,1,ucm/s,,Effective permeability of the compound at pH 7.4 at 30 to 50 uM by PAMPA assay
CHEMBL4243419,Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,permeability,'=',9.54,9.54,-5.020451625,1,10^-6 cm/s,,Permeability of the compound at 10 uM at pH 7.4 after 5 hrs by PAMPA
CHEMBL3933111,C/C(=C\c1cc(F)c(Oc2ccc(S(=O)(=O)NCCCP(=O)(O)O)cc2)c(F)c1)C(=O)N=C(N)N,Papp,'=',1.3,1.3,-5.886056648,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
CHEMBL3964621,CN1Cc2c(Cl)cc(Cl)cc2C(c2ccc(NC(=O)N[C@@H](CC(=O)O)C(=O)O)cc2)C1,Papp,'=',0.2,0.2,-6.698970004,1,ucm/s,,Apparent permeability of the compound from apical to basolateral side at pH 7.4 after 3 hrs by PAMPA
