No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source
1539,,C1=CC=C(C=C1)C2=NC(=C(N=N2)C(F)(F)F)SC3=CC=CC(=C3)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,17,-4.769551079,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1540,,C1=CC=C(C(=C1)C(=O)NCC2=CC=CO2)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CO4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1541,,CC1(CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5Cl)C(=O)C1)C,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1542,,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5=NN=C(S5)C6=CC=CC=C6,20,7.4,0.5,200,200,25,0.5,,23.1,-4.63638802,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1543,,CC1=CC(=NC=C1)NC(=S)N2CCCC(C2)NC3=CC=CC(=C3)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1544,,COC1=CC=CC(=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=CC=CC=N4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1545,,COC1=CC=CC(=C1OC)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,20,7.4,0.5,200,200,25,0.5,,312.7,-3.504872119,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1546,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NCC4=CC(=C(C=C4)F)F,20,7.4,0.5,200,200,25,0.5,,569.07,-3.244834309,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1547,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=CC=C4Cl,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1548,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C(=CC=C4)F)F,20,7.4,0.5,200,200,25,0.5,,798.81,-3.097556507,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1549,,C1=CC(=CC=C1NCC2=C(C=CC(=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,20,7.4,0.5,200,200,25,0.5,,10.8,-4.966576245,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1550,,CC1=CC(=CC(=C1O)C)/C=C/2\C3=CC=CC=C3NC2=O,20,7.4,0.5,200,200,25,0.5,,976.27,-3.010430056,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1551,,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC(=C(C=C4)F)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1552,,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)OC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1553,,COC1=C(C=C(C=C1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F)F,20,7.4,0.5,200,200,25,0.5,,39.9,-4.399027104,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1554,,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)N4CCC(C4)NC(=O)CC5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,782.62,-3.106449058,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1555,,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)N4C=C(C=N4)NC(=O)CC5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,82.63,-4.082862247,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1556,,CC1=C(C=CC=N1)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],20,7.4,0.5,200,200,25,0.5,,522.11,-3.282237989,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1557,,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)C)C4=CC=NC=C4,20,7.4,0.5,200,200,25,0.5,,993.52,-3.002823386,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1558,,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,20,7.4,0.5,200,200,25,0.5,,952.49,-3.021139575,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1559,,CCC1=CC=C(C=C1)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC=CC=C4Cl)C,20,7.4,0.5,200,200,25,0.5,,614.9,-3.211195507,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1560,,C1CCC(C(C1)C2C3=C(CCCC3=O)NC(=N2)NC4NC5CCCCC5S4)Cl,20,7.4,0.5,200,200,25,0.5,,160.78,-3.793767976,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1561,,CCN1C=C(C(=N1)C)CNC(=O)C2=CC(=NC3=C2C=C(C=C3)Br)C4=CC=C(C=C4)C,20,7.4,0.5,200,200,25,0.5,,5.55,-5.255707017,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1562,,COC1=NC=C(C=C1)C2=NN3C(=NC=C3NC4=C(N=CC=C4)OC)C=C2,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1563,,C1=COC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Cl,20,7.4,0.5,200,200,25,0.5,,24.21,-4.616005211,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1564,,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=C(C=C4)F,20,7.4,0.5,200,200,25,0.5,,910.64,-3.040653277,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1565,,CC1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SC(C)C(=O)NC3=CC=CC=C3,20,7.4,0.5,200,200,25,0.5,,1.2,-5.920818754,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1566,,CN(C)CCCN1C2=C(C=C(C=C2)O)SC3=C1C=C(C=C3)Cl,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1567,,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)C2=CC=CN2,20,7.4,0.5,200,200,25,0.5,,179.1,-3.746904414,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1568,,CC1CN(CCN1C2=CC=C(C=C2)C)C3=C(C(=O)N(N=C3)C4=NC5=CC=CC=C5S4)Cl,20,7.4,0.5,200,200,25,0.5,,317.09,-3.498817454,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1569,,CC1=CC=CC=C1C(=O)NC2=NC3=C(S2)CC(CC3)C(C)(C)C,20,7.4,0.5,200,200,25,0.5,,256.74,-3.590506463,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1570,,C1=CN(C(=C1)C=C2C(=O)NC(=S)NC2=O)C3=CC=C(C=C3)O,20,7.4,0.5,200,200,25,0.5,,44.11,-4.355462942,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1571,,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC5=NC6=CC=CC=C6S5,20,7.4,0.5,200,200,25,0.5,,6,-5.22184875,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1572,,CCCCN1C=NC2=C1C=CC(=C2)NCC3=CC=C(C=C3)OCC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1573,,CC1=NN(C2=C1C(=CC(=O)N2)C(F)(F)F)CCC3=NC(=CS3)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,425.92,-3.370671966,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1574,,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,20,7.4,0.5,200,200,25,0.5,,360.62,-3.442950191,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1575,,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1576,,C1CCC(CC1)NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC(=CC=C5)[N+](=O)[O-])N=CN3,20,7.4,0.5,200,200,25,0.5,,202.01,-3.694627131,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1577,,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=CSC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1578,,CC1=C(SC2=NC(=NC(=C12)N3CCN(CC3)C4=CC=CC=N4)C)C(=O)NC5=C(C=C(C=C5)F)Cl,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1579,,CC1=CC2=C(N=C(C=C2N1)C3=C(ON=C3C)C)C4=C(C(=CC=C4)OC)OC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1580,,C1COCCN1C2=NC=NC3=C2C=CC(=C3)NC(=O)C4=CC(=CC=C4)Br,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1581,,C1=CC2=C(C(=C1)C3=CN4C=NC=C4C(=C3)C5=CC=NC=C5)NN=C2,20,7.4,0.5,200,200,25,0.5,,25.11,-4.600153287,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1582,,CN1C2=CC=CC=C2C(=CC1=O)C(=O)NC3CCCC4=C3NC5=C4C=CC=C5Cl,20,7.4,0.5,200,200,25,0.5,,68.05,-4.16717187,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1583,,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)C)(OC5)C(=O)OC)O)O)C)O,20,7.4,0.5,200,200,25,0.5,,120.25,-3.919914915,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1584,,C1CC(C2=C(C1)C3=CC=CC=C3N2)NC(=O)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,134.97,-3.869762752,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1585,,C1COC2=C1C=C(C=C2)C3C4=C(C=CC5=CC=CC=C54)OC6=C3C(=N)N(C=N6)C7=CC=CC=C7,20,7.4,0.5,200,200,25,0.5,,282.4,-3.549135308,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1586,,COC1=NC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,833.69,-3.078995408,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1587,,C1=CC=C2C(=C1)C(=C(N2)O)C\3=NC4=CC=CC=C4/C3=N\OCCC(CO)O,20,7.4,0.5,200,200,25,0.5,,960.7,-3.017412209,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1588,,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1589,,C1=CC(=CC(=C1)O)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,20,7.4,0.5,200,200,25,0.5,,15.6,-4.806875402,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1590,,C1=CC=C(C=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,20,7.4,0.5,200,200,25,0.5,,319.53,-3.495488361,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1591,,C1=CC=C(C(=C1)C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CC=NN4)F)C(F)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1592,,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC4=C3C=NC=C4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1593,,CC1=NC2=C(S1)C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5,20,7.4,0.5,200,200,25,0.5,,55.79,-4.253443639,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1594,,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=C(C=C4)Cl)C5=C(C=NN5)Cl)C(=O)C1,20,7.4,0.5,200,200,25,0.5,,650.59,-3.186692616,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1595,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C=CC(=C4)F)F,20,7.4,0.5,200,200,25,0.5,,455.47,-3.341540223,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1596,,CC1=C(C=CN=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,20,7.4,0.5,200,200,25,0.5,,31.1,-4.507239611,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1597,,CC1=C(C(=NO1)C)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,20,7.4,0.5,200,200,25,0.5,,409.76,-3.387470439,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1598,,C1CCC(CC1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1599,,C1COCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1600,,CC1=CN=C(S1)NC(=O)C2=CC=C(O2)C3=CC(=CC=C3)[N+](=O)[O-],20,7.4,0.5,200,200,25,0.5,,47.89,-4.319755163,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1601,,CC(C)SC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,20,7.4,0.5,200,200,25,0.5,,433.29,-3.363221334,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1602,,CN(C)C1=CC=CC=C1C2=CSC(=N2)N3CCC(CC3)C(=O)N,20,7.4,0.5,200,200,25,0.5,,330.63,-3.480657743,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1603,,C[C@@H]1[C@@H](/C=C\O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=N[C@H]5CC[C@@H](O[C@@H]5C)O)C=C(C4=O)NC(=O)/C(=C\C(=O)[C@@H]6C[C@@H]6[C@H]([C@@H]([C@H]([C@@H]([C@@H]1OC(=O)C)C)O)C)O)/C)O)C)C)OC,20,7.4,0.5,200,200,25,0.5,,2.33,-5.632644079,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1604,,CNC1=NC=C(O1)C2=CC=CC3=CC=CC=C32,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1605,,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4F,20,7.4,0.5,200,200,25,0.5,,51.22,-4.290560426,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1606,,C1=CC2=C(C=NC=C2)C(=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1607,,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)N)OC)OC,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1608,,COC1=NC(=NC=C1C2=CC3=NC=C(C(=C3C=C2)NC4=CC(=CC(=C4)C(=O)O)OC5=CC(=CC(=C5)F)F)S(=O)(=O)NC6CC6)OC,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1609,,CC1=CC=C(C=C1)NC(=O)C2=C3NC(=C(C(N3N=C2)C4=CC=CC=C4C)C(=O)NC5=CC=C(C=C5)Cl)C,20,7.4,0.5,200,200,25,0.5,,10.1,-4.995678626,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1610,,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)F)F,20,7.4,0.5,200,200,25,0.5,,376.34,-3.424419619,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1611,,CCC1=CC=C(C=C1)CNC2=CC3=C(C=C2)N(C=N3)C(C)(C)C,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1612,,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNCC4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,900.13,-3.045694764,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1613,,CC1=C(C=CC=C1Cl)N2C(=C(C=N2)C(=O)NC3=C(C=C(C=C3)Br)F)C4CCNCC4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1614,,CCOC(=O)N1CCC2=C(C1)SC(=C2C(=O)NC3=C(C=CC(=C3)Cl)OC)NCC4=C(C=CS4)C,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1615,,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=C(C=C4)Cl,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1616,,C1C(C12C3=CC=CC=C3NC2=O)C4=CC(=C(C(=C4)Cl)O)Cl,20,7.4,0.5,200,200,25,0.5,,277.72,-3.556392843,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1617,,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,20,7.4,0.5,200,200,25,0.5,,61.98,-4.207748428,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1618,,CCOC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)CC(CC3)C(C)(C)C,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1619,,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,20,7.4,0.5,200,200,25,0.5,,30.22,-4.51970554,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1620,,CC(C)(C)N1C=NC2=C1C=CC(=C2)C(=O)N3CCCCC3,20,7.4,0.5,200,200,25,0.5,,105.65,-3.976130499,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1621,,COC1=C(C=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,20,7.4,0.5,200,200,25,0.5,,107.24,-3.969643195,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1622,,CNC1=C(N=C(O1)C2=C(C(=CC=C2)Cl)Cl)C#N,20,7.4,0.5,200,200,25,0.5,,505.22,-3.296519465,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1623,,CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4,20,7.4,0.5,200,200,25,0.5,,258.11,-3.588195169,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1624,,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Br)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,7.71,-5.112945622,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1625,,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=CC=C5)O,20,7.4,0.5,200,200,25,0.5,,102.76,-3.988175904,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1626,,CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1627,,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=C(C=C3)OC,20,7.4,0.5,200,200,25,0.5,,186.94,-3.728297762,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1628,,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)C(=O)OC,20,7.4,0.5,200,200,25,0.5,,676.12,-3.169976217,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1629,,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC(=CC=C3)F,20,7.4,0.5,200,200,25,0.5,,895.99,-3.047696837,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1630,,C1=CC(=CC(=C1)F)NC(=O)C2=CC(=NN2)C3=CC=CN3,20,7.4,0.5,200,200,25,0.5,,136.13,-3.866046155,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1631,,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4CCCCC4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1632,,C1C(C2(CN1C(=O)CC3=CC=C(C=C3)O)CN(C2)C4=CC=CC=C4)CNC5=CC=CC=C5,20,7.4,0.5,200,200,25,0.5,,196.52,-3.706593245,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1633,,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)CC2,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1634,,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC4=C(C=C3)OC(O4)(F)F,20,7.4,0.5,200,200,25,0.5,,438.24,-3.358287985,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1635,,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=CC(=C4)[S+](=O)(N5CCOCC5)[O-])C6=C(C=NN6)Cl)C(=O)C1,20,7.4,0.5,200,200,25,0.5,,169.4,-3.771086594,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1636,,C1=CC2=C(N=C1)N=C(C=C2)CCCC(=O)NCC3=CC(=NO3)C4=CC(=C(C=C4)F)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1637,,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5Cl)C(=O)C1,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1638,,CC1=C(SC2=NC(=NN12)C3=CC=C(C=C3)OC)CCNC(=O)C(C)(C)C,20,7.4,0.5,200,200,25,0.5,,213.98,-3.669626817,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1639,,COC1=CC=C(C=C1)CNC(=O)C2=NC3=CC=CC=C3N=C2,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1640,,COC1=NC=C(C=C1)C2=CC(=CN3C2=CN=C3)C4=C5C=NNC5=CC=C4,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1641,,CCOC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1642,,COC1=CC2=C(C=C1)N(C=C2)CCC(=O)NC3=CC4=C(C=C3)NC(=O)[C@@H]5CCCN5C4=O,20,7.4,0.5,200,200,25,0.5,,22.63,-4.645315446,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1643,,CCCN1C2=C(C=C(C=C2)NC(=O)C3=CC=CO3)S(=O)(=O)N=C1CC(C)C,20,7.4,0.5,200,200,25,0.5,,426.53,-3.370050417,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1644,,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=C(C=C4)C5=CN=CC=C5)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,786.41,-3.104350973,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1645,,COCCN1C=CC2=C(N=C(C=C21)C3=CC4=C(C=C3)C(=O)NC4)C5=CCOCC5,20,7.4,0.5,200,200,25,0.5,,71.69,-4.14454142,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1646,,CC(C)OC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)C(=O)N3CCOC4=C3C=C(C=C4)Cl,20,7.4,0.5,200,200,25,0.5,,451.05,-3.345775313,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1647,,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,20,7.4,0.5,200,200,25,0.5,,1000,-3,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1648,,CC1=CC(=C(C=C1)C)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F,20,7.4,0.5,200,200,25,0.5,,1,-6,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1649,,C1C(=NN2C(=NN=C2S1)C3=CC=NC=C3)C4=CC=CC=C4,20,7.4,0.5,200,200,25,0.5,,195.38,-3.709119895,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
1650,,C1C(=NN2C(=NN=C2S1)C3=CC=NC=C3)C4=CC=C(C=C4)Cl,20,7.4,0.5,200,200,25,0.5,,371.52,-3.430017802,https://pubchem.ncbi.nlm.nih.gov/bioassay/1508612
