No,Compound name,SMILES,Lecithin(%),pH,DMSO_Conc (w/v%),Donor_Plate_Volume (µm),Acceptor_Plate_Volume (µm),Temperature (??,Incubation_Time (hr),%T/MR,Pe,logPe,Source
2752,,CC1c2ccc(Cl)c(Cl)c2S(=O)(=O)NN1C,4,6.5,5,150,300,37,4,,,-4.833247623,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2753,,CC1c2ccc(Cl)c(Cl)c2S(=O)(=O)N(C)N1C,4,6.5,5,150,300,37,4,,,-5.108740245,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2754,,CC(C)N1NS(=O)(=O)c2c(ccc(Cl)c2Cl)C1C,4,6.5,5,150,300,37,4,,,-4.699465978,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2755,,O=S1(=O)NN=Cc2ccc(Cl)c(Cl)c21,4,6.5,5,150,300,37,4,,,-5.909300925,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2756,,CN1Cc2ccc(Cl)c(Cl)c2S(=O)(=O)N1C,4,6.5,5,150,300,37,4,,,-5.058534584,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2757,,COc1ccc2c(c1OC)S(=O)(=O)NN=C2C,4,6.5,5,150,300,37,4,,,-5.775289375,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2758,,COc1ccc2c(c1OC)S(=O)(=O)N(C(C)=O)N(C(C)=O)C2C,4,6.5,5,150,300,37,4,,,-4.727181768,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2759,,CC1=NNS(=O)(=O)c2cc(Cl)ccc21,4,6.5,5,150,300,37,4,,,-5.025167655,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2760,,CC1=NNS(=O)(=O)c2c(Cl)cccc21,4,6.5,5,150,300,37,4,,,-5.892313303,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2761,,C[N+]1=Cc2ccccc2S(=O)(O)=N1,4,6.5,5,150,300,37,4,,,-6.768510311,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2762,,COc1ccc2c(c1)CN(C)NS2(=O)=O,4,6.5,5,150,300,37,4,,,-5.640097143,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2763,,CC(C)N1Cc2ccc(Cl)c(Cl)c2S(=O)(=O)N1,4,6.5,5,150,300,37,4,,,-4.678681285,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2764,,CCC1=NN(C)S(=O)(=O)c2c1ccc(OC)c2Cl,4,6.5,5,150,300,37,4,,,-5.031603527,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2765,,COc1cccc2c1S(=O)(=O)NN=C2C,4,6.5,5,150,300,37,4,,,-5.966936759,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2766,,COc1cccc2c1S(=O)(=O)N(C(C)=O)N(C(C)=O)C2C,4,6.5,5,150,300,37,4,,,-4.730711776,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2767,,O=S1(=O)NNC(c2ccccc2)c2ccc(Cl)cc21,4,6.5,5,150,300,37,4,,,-4.905634441,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2768,,CC(=O)N1C(c2ccccc2)c2ccc(Cl)cc2S(=O)(=O)N1C(C)=O,4,6.5,5,150,300,37,4,,,-5.134522794,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2769,,COc1ccc(C2NNS(=O)(=O)c3cc(Cl)ccc32)cc1OC,4,6.5,5,150,300,37,4,,,-4.775754191,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2770,,CC(C)C1(C)C(=O)Nc2ncncc21,4,6.5,5,150,300,37,4,,,-5.42901406,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2771,,Cc1ncc2c(n1)NC(=O)C2(C)C(C)C,4,6.5,5,150,300,37,4,,,-5.173092135,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2772,,CC(=O)Nc1ccc(O)cc1,4,6.5,5,150,300,37,4,,,-6.277365111,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2773,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,4,6.5,5,150,300,37,4,,,-6.384012237,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2774,,CC[NH+](CC)Cc1cc(Nc2cc[nH+]c3cc(Cl)ccc23)ccc1O,4,6.5,5,150,300,37,4,,,-5.894724698,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2775,,CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)C1c1ccccc1Cl,4,6.5,5,150,300,37,4,,,-5.923047698,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2776,,CC1(C)SC2C(NC(=O)C([NH3+])c3ccc(O)cc3)C(=O)N2C1C(=O)[O-],4,6.5,5,150,300,37,4,,,-6.095326512,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2777,,Cc1cc(=O)n(-c2ccccc2)n1C,4,6.5,5,150,300,37,4,,,-5.930761988,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2778,,C[NH+]1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4,6.5,5,150,300,37,4,,,-5.698190754,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2779,,CCCc1c([O-])n2c(N(C)C)nc3ccc(C)cc3n2c1=O,4,6.5,5,150,300,37,4,,,-6.065865362,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2780,,O=c1cc([O-])[nH]c(=O)[nH]1,4,6.5,5,150,300,37,4,,,-5.809820622,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2781,,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,4,6.5,5,150,300,37,4,,,-5.861242822,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2782,,c1ccc2[nH]nnc2c1,4,6.5,5,150,300,37,4,,,-5.698646203,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2783,,CC([NH2+]C(C)(C)C)C(=O)c1cccc(Cl)c1,4,6.5,5,150,300,37,4,,,-5.473748242,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2784,,O=C1CC2(CCCC2)CC(=O)N1CCCC[NH+]1CCN(c2ncccn2)CC1,4,6.5,5,150,300,37,4,,,-4.818935584,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2785,,Cn1c(=O)c2c(ncn2C)n(C)c1=O,4,6.5,5,150,300,37,4,,,-5.775044224,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2786,,NC(=O)N1c2ccccc2C=Cc2ccccc21,4,6.5,5,150,300,37,4,,,-5.063036166,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2787,,CCC1=CC2C[NH+]3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,4,6.5,5,150,300,37,4,,,-5.336863709,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2788,,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1,4,6.5,5,150,300,37,4,,,-6.86175805,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2789,,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,4,6.5,5,150,300,37,4,,,-6.602311538,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2790,,CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C([NH3+])c3ccccc3)C2SC1,4,6.5,5,150,300,37,4,,,-6.387978301,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2791,,CC[NH+](CC)CCCC(C)Nc1cc[nH+]c2cc(Cl)ccc12,4,6.5,5,150,300,37,4,,,-6.976204288,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2792,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,4,6.5,5,150,300,37,4,,,-6.556456436,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2793,,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,4,6.5,5,150,300,37,4,,,-5.280791775,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2794,,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,4,6.5,5,150,300,37,4,,,-5.353004108,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2795,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,4,6.5,5,150,300,37,4,,,-5.857693276,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2796,,COc1ccc2c(c1)C13CCCCC1C(C2)[NH+](C)CC3,4,6.5,5,150,300,37,4,,,-5.201694661,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2797,,CCCCOc1cc(C(=O)NCC[NH+](CC)CC)c2ccccc2n1,4,6.5,5,150,300,37,4,,,-5.350835908,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2798,,O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,4,6.5,5,150,300,37,4,,,-6.083451566,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2799,,COc1ccc(C2Sc3ccccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1,4,6.5,5,150,300,37,4,,,-5.312116957,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2800,,CC1(C)CC(=O)C=C([O-])C1,4,6.5,5,150,300,37,4,,,-6.326673687,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2801,,C[NH+](C)CCOC(c1ccccc1)c1ccccc1,4,6.5,5,150,300,37,4,,,-4.816444158,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2802,,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,4,6.5,5,150,300,37,4,,,-4.912911523,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2803,,O=c1[nH]c2ccccc2n1CCC[NH+]1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,4,6.5,5,150,300,37,4,,,-5.692323103,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2804,,[NH3+]CCc1ccc(O)c(O)c1,4,6.5,5,150,300,37,4,,,-6.397457393,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2805,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(O)C(C)O1,4,6.5,5,150,300,37,4,,,-6.695584264,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2806,,CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)N1CCCC1C(=O)[O-],4,6.5,5,150,300,37,4,,,-5.406885275,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2807,,[NH-]S(=O)(=O)[NH+]=C(N)CCSCc1csc(NC(N)=[NH2+])n1,4,6.5,5,150,300,37,4,,,-6.498110817,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2808,,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1,4,6.5,5,150,300,37,4,,,-5.067123332,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2809,,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4,6.5,5,150,300,37,4,,,-5.070150458,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2810,,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,4,6.5,5,150,300,37,4,,,-5.031768088,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2811,,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,4,6.5,5,150,300,37,4,,,-4.653197156,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2812,,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4,6.5,5,150,300,37,4,,,-5.193550463,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2813,,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,4,6.5,5,150,300,37,4,,,-5.603592636,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2814,,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,4,6.5,5,150,300,37,4,,,-4.512781077,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2815,,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,4,6.5,5,150,300,37,4,,,-5.269947571,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2816,,O=C(NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1,4,6.5,5,150,300,37,4,,,-5.804641577,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2817,,O=C1Nc2ccccc2C1=O,4,6.5,5,150,300,37,4,,,-6.004552286,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2818,,Cc1cc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)no1,4,6.5,5,150,300,37,4,,,-6.130090954,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2819,,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,4,6.5,5,150,300,37,4,,,-6.155312965,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2820,,CC(CCc1ccccc1)[NH2+]CC(O)c1ccc([O-])c(C(N)=O)c1,4,6.5,5,150,300,37,4,,,-6.100889774,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2821,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,4,6.5,5,150,300,37,4,,,-5.888014042,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2822,,[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],4,6.5,5,150,300,37,4,,,-6.275088849,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2823,,CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,4,6.5,5,150,300,37,4,,,-5.129265285,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2824,,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,4,6.5,5,150,300,37,4,,,-6.524034432,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2825,,CN1C(C(=O)Nc2ccccn2)=C([O-])c2sc(Cl)cc2S1(=O)=O,4,6.5,5,150,300,37,4,,,-5.779936417,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2826,,Cc1cnc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,4,6.5,5,150,300,37,4,,,-5.987521952,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2827,,C[NH+](C)CCN(Cc1cccs1)c1ccccn1,4,6.5,5,150,300,37,4,,,-5.421364573,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2828,,CC([NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],4,6.5,5,150,300,37,4,,,-6.91685714,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2829,,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,4,6.5,5,150,300,37,4,,,-6.64902054,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2830,,Cc1ncc([N+](=O)[O-])n1CCO,4,6.5,5,150,300,37,4,,,-6.507959764,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2831,,COc1c(N2CC3CCC[NH2+]C3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,4,6.5,5,150,300,37,4,,,-6.55996747,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2832,,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CC(O)C(O)C2,4,6.5,5,150,300,37,4,,,-5.891195697,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2833,,COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,4,6.5,5,150,300,37,4,,,-5.558288699,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2834,,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,4,6.5,5,150,300,37,4,,,-5.206101683,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2835,,COC12CC(COC(=O)c3cncc(Br)c3)C[NH+](C)C1Cc1cn(C)c3cccc2c13,4,6.5,5,150,300,37,4,,,-5.753532493,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2836,,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],4,6.5,5,150,300,37,4,,,-5.217423777,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2837,,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,4,6.5,5,150,300,37,4,,,-4.835236829,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2838,,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,4,6.5,5,150,300,37,4,,,-6.98715667,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2839,,CC(C)(C)/[N+]([O-])=C/c1ccccc1,4,6.5,5,150,300,37,4,,,-4.681662355,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2840,,CC(=O)OC1C(=O)N(CC[NH+](C)C)c2ccccc2SC1c1ccc(O)cc1,4,6.5,5,150,300,37,4,,,-5.91888875,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2841,,CC1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,4,6.5,5,150,300,37,4,,,-6.517198377,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2842,,COc1ccc2nc(S(=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2c1,4,6.5,5,150,300,37,4,,,-5.413123924,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2843,,CC(C)(C)[NH2+]CC(O)COc1ccccc1C1CCCC1,4,6.5,5,150,300,37,4,,,-5.283088045,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2844,,CCOc1ccc(NC(C)=O)cc1,4,6.5,5,150,300,37,4,,,-5.212364366,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2845,,O=C([O-])C(=O)c1ccccc1,4,6.5,5,150,300,37,4,,,-6.849518682,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2846,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,4,6.5,5,150,300,37,4,,,-4.871304146,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2847,,CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C,4,6.5,5,150,300,37,4,,,-5.913459866,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2848,,CC(C)[NH2+]CC(O)COc1cccc2[nH]ccc12,4,6.5,5,150,300,37,4,,,-6.587293499,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2849,,C[NH+]1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,4,6.5,5,150,300,37,4,,,-6.75483014,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2850,,CN1C(C(=O)Nc2ccccn2)=C([O-])c2ccccc2S1(=O)=O,4,6.5,5,150,300,37,4,,,-5.229845301,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2851,,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,4,6.5,5,150,300,37,4,,,-5.526481575,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2852,,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,4,6.5,5,150,300,37,4,,,-5.670970657,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2853,,COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,4,6.5,5,150,300,37,4,,,-6.272354699,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2854,,C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,4,6.5,5,150,300,37,4,,,-5.559789962,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2855,,CC(C)[NH2+]CC(O)COc1cccc2ccccc12,4,6.5,5,150,300,37,4,,,-5.531311627,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2856,,COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,4,6.5,5,150,300,37,4,,,-5.448527812,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2857,,C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4,6.5,5,150,300,37,4,,,-5.846599414,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2858,,C/[NH+]=C(\C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,4,6.5,5,150,300,37,4,,,-7.140027835,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2859,,COC1/C=C\OC2(C)Oc3c(C)c([O-])c4c(c3C2=O)C(=O)C(/C=N/N2CC[NH+](C)CC2)=C(NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,4,6.5,5,150,300,37,4,,,-5.451806714,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2860,,O=C(/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)[O-],4,6.5,5,150,300,37,4,,,-7.208060331,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2861,,C#CCN(C)C(C)Cc1ccccc1,4,6.5,5,150,300,37,4,,,-5.036051517,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2862,,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,4,6.5,5,150,300,37,4,,,-4.951392307,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2863,,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,4,6.5,5,150,300,37,4,,,-6.637789376,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2864,,Nc1c2c([nH+]c3ccccc13)CCCC2,4,6.5,5,150,300,37,4,,,-6.507494806,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2865,,CCCCNc1ccc(C(=O)OCC[NH+](C)C)cc1,4,6.5,5,150,300,37,4,,,-5.269672042,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2866,,Cn1cnc2c1c(=O)[nH]c(=O)n2C,4,6.5,5,150,300,37,4,,,-6.586758216,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2867,,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,4,6.5,5,150,300,37,4,,,-4.387224672,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2868,,CC(C)(C)[NH2+]CC(O)COc1nsnc1N1CCOCC1,4,6.5,5,150,300,37,4,,,-6.511108461,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2869,,COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,4,6.5,5,150,300,37,4,,,-5.812749518,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2870,,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,4,6.5,5,150,300,37,4,,,-5.471323703,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2871,,CC1c2cccc(O)c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C([NH+](C)C)C3C(O)C21,4,6.5,5,150,300,37,4,,,-5.850753136,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2872,,NC(=[NH2+])c1ccc(OCCCOc2ccc(C(N)=[NH2+])cc2)cc1,4,6.5,5,150,300,37,4,,,-7.17279777,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2873,,OCCOCC[NH+]1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,4,6.5,5,150,300,37,4,,,-4.962410283,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2874,,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,4,6.5,5,150,300,37,4,,,-6.160274892,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2875,,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,4,6.5,5,150,300,37,4,,,-6.508860241,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2876,,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,4,6.5,5,150,300,37,4,,,-5.410748484,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2877,,C[NH+](C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,4,6.5,5,150,300,37,4,,,-5.52467187,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2878,,COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,4,6.5,5,150,300,37,4,,,-5.542148424,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2879,,C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,4,6.5,5,150,300,37,4,,,-5.332065925,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2880,,O=C1C(O)=C([O-])OC1C(O)CO,4,6.5,5,150,300,37,4,,,-6.450107274,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2881,,CC(=O)Oc1ccccc1C(=O)[O-],4,6.5,5,150,300,37,4,,,-5.441240913,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2882,,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4,6.5,5,150,300,37,4,,,-5.055474913,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2883,,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,4,6.5,5,150,300,37,4,,,-5.672779687,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2884,,NC(=[NH2+])NC(=O)Cc1c(Cl)cccc1Cl,4,6.5,5,150,300,37,4,,,-5.505830973,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2885,,CC(C)[NH2+]CC(O)COc1ccc(COCCOC(C)C)cc1,4,6.5,5,150,300,37,4,,,-5.498863357,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2886,,Nc1c(Br)cc(Br)cc1C[NH2+]C1CCC(O)CC1,4,6.5,5,150,300,37,4,,,-5.452273885,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2887,,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,4,6.5,5,150,300,37,4,,,-6.550755523,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2888,,O=c1[nH]cnc2[nH]ncc12,4,6.5,5,150,300,37,4,,,-6.52169165,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2889,,O=C1CCc2ccc(OCCCCN3CC[N+]([O-])(c4cccc(Cl)c4Cl)CC3)cc2N1,4,6.5,5,150,300,37,4,,,-5.682321101,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2890,,C=CCC[NH+]1CCN(c2cccc(Cl)c2Cl)CC1,4,6.5,5,150,300,37,4,,,-5.263134267,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2891,,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)[nH+]c(N)c2cc1OC,4,6.5,5,150,300,37,4,,,-6.178626905,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2892,,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,4,6.5,5,150,300,37,4,,,-6.408900558,https://www.sciencedirect.com/science/article/pii/S0928098723001446
2893,,CCOc1ccccc1OCC[NH2+]C(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,4,6.5,5,150,300,37,4,,,-6.374398061,https://www.sciencedirect.com/science/article/pii/S0928098723001446
